
courselevel(course0, level_500).
student(person125).
student(person13).
student(person131).
student(person138).
student(person139).
student(person14).
student(person140).
student(person141).
student(person142).
student(person144).
student(person146).
student(person148).
student(person149).
student(person157).
student(person158).
student(person159).
student(person161).
student(person163).
student(person172).
student(person176).
student(person178).
student(person18).
student(person182).
student(person183).
student(person188).
student(person191).
student(person193).
student(person195).
student(person20).
student(person200).
student(person203).
student(person205).
student(person206).
student(person208).
student(person21).
student(person214).
student(person217).
student(person226).
student(person228).
student(person23).
student(person230).
student(person232).
student(person233).
student(person237).
student(person239).
student(person241).
student(person242).
student(person249).
student(person257).
student(person258).
student(person259).
student(person261).
student(person262).
student(person263).
student(person265).
student(person266).
student(person27).
student(person270).
student(person271).
student(person272).
student(person275).
student(person276).
student(person278).
student(person283).
student(person284).
student(person286).
student(person287).
student(person288).
student(person294).
student(person296).
student(person3).
student(person300).
student(person303).
student(person306).
student(person309).
student(person31).
student(person310).
student(person311).
student(person312).
student(person314).
student(person315).
student(person317).
student(person318).
student(person320).
student(person321).
student(person322).
student(person325).
student(person327).
student(person328).
student(person333).
student(person347).
student(person348).
student(person35).
student(person350).
student(person352).
student(person353).
student(person356).
student(person36).
student(person361).
student(person362).
student(person363).
student(person37).
student(person377).
student(person38).
student(person380).
student(person381).
student(person382).
student(person383).
student(person384).
student(person39).
student(person390).
student(person392).
student(person397).
student(person400).
student(person401).
student(person404).
student(person406).
student(person408).
student(person41).
student(person410).
student(person412).
student(person416).
student(person418).
student(person42).
student(person420).
student(person422).
student(person424).
student(person427).
student(person428).
student(person429).
student(person431).
student(person432).
student(person435).
student(person45).
student(person51).
student(person58).
student(person6).
student(person61).
student(person63).
student(person68).
student(person70).
student(person73).
student(person75).
student(person76).
student(person77).
student(person81).
student(person83).
student(person85).
student(person86).
student(person87).
student(person88).
student(person9).
student(person90).
student(person94).
student(person96).
ta(course101, person241, spring_0203).
ta(course103, person182, autumn_0304).
ta(course104, person182, spring_0102).
ta(course104, person191, spring_0102).
ta(course104, person237, autumn_0203).
ta(course104, person237, winter_0203).
ta(course104, person278, autumn_0203).
ta(course104, person401, autumn_0304).
ta(course104, person424, winter_0304).
ta(course110, person317, autumn_0203).
ta(course110, person327, autumn_0203).
ta(course110, person36, autumn_0304).
ta(course110, person61, autumn_0304).
ta(course118, person296, summer_0203).
ta(course118, person317, summer_0203).
ta(course11, person125, autumn_0203).
ta(course11, person144, spring_0203).
ta(course11, person172, autumn_0304).
ta(course11, person205, autumn_0304).
ta(course11, person310, autumn_0203).
ta(course11, person390, autumn_0203).
ta(course11, person422, spring_0102).
ta(course11, person58, spring_0203).
ta(course124, person105, autumn_0304).
ta(course124, person108, autumn_0203).
ta(course124, person108, spring_0203).
ta(course124, person18, winter_0203).
ta(course124, person203, autumn_0203).
ta(course124, person203, spring_0203).
ta(course124, person35, winter_0203).
ta(course124, person76, winter_0102).
ta(course124, person9, winter_0102).
ta(course128, person271, winter_0304).
ta(course128, person392, winter_0304).
ta(course12, person21, winter_0203).
ta(course132, person94, autumn_0304).
ta(course137, person288, winter_0102).
ta(course137, person383, winter_0304).
ta(course138, person18, autumn_0304).
ta(course13, person217, winter_0102).
ta(course13, person431, winter_0304).
ta(course13, person51, winter_0203).
ta(course141, person14, winter_0203).
ta(course147, person125, winter_0203).
ta(course147, person23, winter_0304).
ta(course147, person309, spring_0102).
ta(course147, person310, autumn_0304).
ta(course147, person310, spring_0203).
ta(course147, person356, spring_0102).
ta(course147, person356, winter_0102).
ta(course147, person390, spring_0203).
ta(course147, person6, winter_0203).
ta(course147, person75, winter_0102).
ta(course148, person140, winter_0203).
ta(course148, person31, winter_0102).
ta(course148, person327, winter_0203).
ta(course149, person390, autumn_0304).
ta(course150, person102, summer_0102).
ta(course150, person327, summer_0102).
ta(course153, person195, spring_0102).
ta(course153, person428, spring_0102).
ta(course155, person226, autumn_0203).
ta(course156, person257, autumn_0304).
ta(course157, person119, spring_0203).
ta(course157, person146, spring_0102).
ta(course157, person158, autumn_0203).
ta(course157, person214, spring_0102).
ta(course157, person230, spring_0203).
ta(course157, person258, spring_0203).
ta(course157, person31, autumn_0304).
ta(course157, person321, autumn_0203).
ta(course157, person328, autumn_0304).
ta(course157, person3, autumn_0203).
ta(course157, person3, spring_0203).
ta(course157, person428, autumn_0203).
ta(course157, person88, spring_0102).
ta(course157, person90, spring_0102).
ta(course159, person113, winter_0102).
ta(course161, person191, winter_0304).
ta(course161, person249, winter_0102).
ta(course161, person350, winter_0203).
ta(course161, person390, winter_0203).
ta(course165, person141, winter_0304).
ta(course165, person191, autumn_0203).
ta(course165, person294, spring_0102).
ta(course165, person315, winter_0102).
ta(course165, person416, autumn_0304).
ta(course165, person422, winter_0203).
ta(course165, person58, winter_0203).
ta(course172, person325, autumn_0203).
ta(course19, person232, winter_0102).
ta(course24, person21, spring_0203).
ta(course24, person70, autumn_0304).
ta(course27, person249, spring_0203).
ta(course27, person75, spring_0102).
ta(course36, person278, spring_0203).
ta(course39, person73, spring_0102).
ta(course3, person431, autumn_0203).
ta(course40, person303, spring_0102).
ta(course40, person303, spring_0203).
ta(course40, person390, winter_0304).
ta(course41, person296, winter_0304).
ta(course41, person36, winter_0304).
ta(course44, person193, winter_0304).
ta(course44, person286, autumn_0203).
ta(course44, person377, autumn_0304).
ta(course44, person382, spring_0102).
ta(course44, person382, winter_0203).
ta(course44, person420, winter_0203).
ta(course44, person86, spring_0102).
ta(course46, person429, winter_0203).
ta(course46, person429, winter_0304).
ta(course49, person287, spring_0203).
ta(course49, person287, winter_0203).
ta(course49, person361, summer_0102).
ta(course49, person361, summer_0203).
ta(course49, person361, winter_0304).
ta(course49, person87, spring_0203).
ta(course49, person87, winter_0203).
ta(course49, person96, winter_0102).
ta(course50, person314, spring_0102).
ta(course51, person27, autumn_0304).
ta(course51, person39, spring_0102).
ta(course51, person96, spring_0203).
ta(course52, person318, spring_0102).
ta(course52, person70, winter_0304).
ta(course53, person287, autumn_0203).
ta(course68, person191, winter_0102).
ta(course68, person309, winter_0102).
ta(course68, person356, autumn_0203).
ta(course68, person416, winter_0304).
ta(course79, person119, autumn_0304).
ta(course79, person157, autumn_0304).
ta(course82, person381, winter_0102).
ta(course84, person141, winter_0203).
ta(course89, person188, winter_0203).
ta(course89, person228, winter_0304).
ta(course89, person41, winter_0203).
ta(course93, person178, spring_0102).
ta(course93, person228, spring_0102).
ta(course93, person31, spring_0102).
ta(course98, person303, winter_0102).
taughtby(course0, person40, spring_0001).
taughtby(course101, person279, spring_0001).
taughtby(course101, person279, spring_0304).
taughtby(course101, person394, spring_0203).
taughtby(course103, person201, autumn_0102).
taughtby(course103, person201, autumn_0304).
taughtby(course104, person165, autumn_0203).
taughtby(course104, person181, autumn_0304).
taughtby(course104, person364, autumn_0102).
taughtby(course108, person279, autumn_0203).
taughtby(course110, person351, autumn_0102).
taughtby(course110, person351, autumn_0203).
taughtby(course110, person351, autumn_0304).
taughtby(course110, person351, winter_0001).
taughtby(course115, person342, spring_0001).
taughtby(course115, person342, spring_0203).
taughtby(course115, person72, spring_0102).
taughtby(course117, person181, spring_0203).
taughtby(course118, person351, summer_0203).
taughtby(course119, person324, winter_0203).
taughtby(course11, person298, autumn_0304).
taughtby(course11, person298, winter_0001).
taughtby(course11, person324, spring_0102).
taughtby(course11, person324, spring_0203).
taughtby(course11, person331, spring_0001).
taughtby(course11, person52, spring_0304).
taughtby(course11, person57, autumn_0001).
taughtby(course121, person52, winter_0203).
taughtby(course122 , person378, autumn_0304).
taughtby(course122 , person378, spring_0203).
taughtby(course123, person150, autumn_0001).
taughtby(course123, person150, spring_0102).
taughtby(course124, person335, spring_0001).
taughtby(course124, person46, spring_0304).
taughtby(course124, person9, winter_0304).
taughtby(course125, person351, winter_0102).
taughtby(course125, person351, winter_0203).
taughtby(course125, person351, winter_0304).
taughtby(course126, person165, winter_0102).
taughtby(course126, person165, winter_0304).
taughtby(course128 , person150, winter_0304).
taughtby(course12, person211, autumn_0001).
taughtby(course12, person211, winter_0203).
taughtby(course12, person407, autumn_0304).
taughtby(course12, person79, autumn_0102).
taughtby(course132 , person319, autumn_0304).
taughtby(course134, person240, spring_0203).
taughtby(course136, person394, spring_0304).
taughtby(course137 , person165, winter_0102).
taughtby(course137 , person165, winter_0304).
taughtby(course138, person335, autumn_0304).
taughtby(course13, person342, winter_0102).
taughtby(course13, person342, winter_0203).
taughtby(course13, person342, winter_0304).
taughtby(course13, person72, winter_0001).
taughtby(course141, person150, winter_0203).
taughtby(course143, person211, winter_0001).
taughtby(course143, person407, winter_0102).
taughtby(course144, person278, summer_0203).
taughtby(course144, person331, autumn_0304).
taughtby(course146, person335, spring_0203).
taughtby(course146, person335, spring_0304).
taughtby(course147, person165, autumn_0304).
taughtby(course147, person165, winter_0001).
taughtby(course147, person165, winter_0203).
taughtby(course147, person201, autumn_0001).
taughtby(course147, person324, winter_0102).
taughtby(course147, person331, winter_0304).
taughtby(course147, person364, spring_0102).
taughtby(course147, person52, spring_0203).
taughtby(course147, person57, spring_0001).
taughtby(course148, person351, winter_0102).
taughtby(course148, person351, winter_0203).
taughtby(course149 , person331, autumn_0304).
taughtby(course150 , person351, summer_0102).
taughtby(course153, person342, spring_0102).
taughtby(course153, person394, spring_0001).
taughtby(course156, person240, autumn_0102).
taughtby(course156, person240, autumn_0304).
taughtby(course157, person342, autumn_0001).
taughtby(course157, person342, spring_0304).
taughtby(course157, person394, spring_0102).
taughtby(course157, person72, autumn_0102).
taughtby(course157, person72, autumn_0203).
taughtby(course157, person72, spring_0001).
taughtby(course157, person72, spring_0203).
taughtby(course158, person240, spring_0304).
taughtby(course158, person240, winter_0001).
taughtby(course159, person394, winter_0102).
taughtby(course15, person292, spring_0203).
taughtby(course15, person292, winter_0001).
taughtby(course160, person331, autumn_0001).
taughtby(course161, person201, winter_0001).
taughtby(course161, person201, winter_0304).
taughtby(course161, person298, winter_0102).
taughtby(course161, person331, winter_0203).
taughtby(course164, person351, spring_0001).
taughtby(course164, person351, spring_0102).
taughtby(course164, person351, spring_0203).
taughtby(course164, person351, spring_0304).
taughtby(course165, person141, spring_0102).
taughtby(course165, person181, winter_0304).
taughtby(course165, person231, autumn_0102).
taughtby(course165, person364, winter_0001).
taughtby(course165, person75, autumn_0304).
taughtby(course168, person240, spring_0203).
taughtby(course16, person240, spring_0001).
taughtby(course16, person79, winter_0203).
taughtby(course170, person211, winter_0102).
taughtby(course170, person407, spring_0203).
taughtby(course170, person79, winter_0001).
taughtby(course170, person79, winter_0304).
taughtby(course172, person335, autumn_0001).
taughtby(course172, person335, autumn_0203).
taughtby(course172, person46, autumn_0304).
taughtby(course173, person171, spring_0001).
taughtby(course19, person370, spring_0304).
taughtby(course19, person5, winter_0102).
taughtby(course1, person40, winter_0102).
taughtby(course24, person150, spring_0001).
taughtby(course24, person211, autumn_0102).
taughtby(course24, person211, spring_0203).
taughtby(course24, person240, autumn_0001).
taughtby(course24, person240, autumn_0203).
taughtby(course24, person240, spring_0102).
taughtby(course24, person407, spring_0304).
taughtby(course24, person79, autumn_0304).
taughtby(course27, person165, spring_0001).
taughtby(course27, person165, spring_0102).
taughtby(course27, person165, spring_0304).
taughtby(course27, person331, spring_0203).
taughtby(course28, person394, winter_0102).
taughtby(course29, person298, winter_0001).
taughtby(course32, person319, winter_0001).
taughtby(course36, person181, spring_0203).
taughtby(course39, person415, spring_0102).
taughtby(course3 , person279, autumn_0203).
taughtby(course40, person165, spring_0203).
taughtby(course40, person298, spring_0102).
taughtby(course40, person298, winter_0304).
taughtby(course40, person378, spring_0001).
taughtby(course41 , person351, winter_0304).
taughtby(course44, person171, autumn_0001).
taughtby(course44, person171, autumn_0102).
taughtby(course44, person171, autumn_0203).
taughtby(course44, person171, autumn_0304).
taughtby(course44, person293, winter_0001).
taughtby(course44, person415, spring_0102).
taughtby(course44, person415, winter_0203).
taughtby(course44, person415, winter_0304).
taughtby(course46, person335, winter_0001).
taughtby(course46, person335, winter_0203).
taughtby(course46, person335, winter_0304).
taughtby(course49, person189, spring_0304).
taughtby(course49, person248, spring_0203).
taughtby(course49, person248, winter_0203).
taughtby(course49, person263, winter_0102).
taughtby(course49, person64, summer_0102).
taughtby(course49, person64, summer_0203).
taughtby(course49, person64, winter_0304).
taughtby(course50, person171, spring_0102).
taughtby(course50, person171, spring_0304).
taughtby(course50, person171, winter_0001).
taughtby(course51, person166, autumn_0102).
taughtby(course51, person18, autumn_0203).
taughtby(course51, person5, autumn_0001).
taughtby(course52, person168, spring_0001).
taughtby(course52, person168, spring_0102).
taughtby(course52, person168, winter_0203).
taughtby(course52, person168, winter_0304).
taughtby(course53, person189, autumn_0304).
taughtby(course53, person248, autumn_0203).
taughtby(course53, person248, autumn_0304).
taughtby(course57, person150, winter_0304).
taughtby(course63, person335, spring_0102).
taughtby(course64, person79, spring_0001).
taughtby(course64, person79, spring_0203).
taughtby(course66, person165, autumn_0102).
taughtby(course66, person298, autumn_0001).
taughtby(course67, person394, winter_0001).
taughtby(course68, person201, winter_0102).
taughtby(course68, person324, winter_0304).
taughtby(course68, person331, autumn_0203).
taughtby(course68, person331, winter_0001).
taughtby(course71, person5, winter_0001).
taughtby(course76, person319, autumn_0304).
taughtby(course76, person319, spring_0102).
taughtby(course77, person165, autumn_0001).
taughtby(course77, person324, autumn_0102).
taughtby(course77, person52, autumn_0203).
taughtby(course77, person52, autumn_0304).
taughtby(course79, person72, autumn_0304).
taughtby(course7, person415, spring_0304).
taughtby(course82 , person407, winter_0102).
taughtby(course84, person324, winter_0203).
taughtby(course89, person394, winter_0203).
taughtby(course89, person394, winter_0304).
taughtby(course91, person331, spring_0304).
taughtby(course93, person351, spring_0102).
taughtby(course97, person324, spring_0304).
taughtby(course98 , person103, winter_0102).
tempadvisedby(person172, person331).
tempadvisedby(person182, person201).
tempadvisedby(person191, person298).
tempadvisedby(person193, person415).
tempadvisedby(person205, person324).
tempadvisedby(person20, person240).
tempadvisedby(person233, person319).
tempadvisedby(person241, person393).
tempadvisedby(person270, person393).
tempadvisedby(person278, person378).
tempadvisedby(person27, person335).
tempadvisedby(person283, person394).
tempadvisedby(person284, person211).
tempadvisedby(person333, person211).
tempadvisedby(person363, person72).
tempadvisedby(person377, person292).
tempadvisedby(person382, person415).
tempadvisedby(person383, person165).
tempadvisedby(person390, person331).
tempadvisedby(person408, person150).
tempadvisedby(person412, person168).
tempadvisedby(person416, person52).
tempadvisedby(person427, person393).
tempadvisedby(person42, person150).
tempadvisedby(person431, person393).
tempadvisedby(person51, person72).
tempadvisedby(person94, person79).
yearsinprogram(person113, year_4).
yearsinprogram(person118, year_4).
yearsinprogram(person122, year_4).
yearsinprogram(person139, year_3).
yearsinprogram(person13, year_7).
yearsinprogram(person141, year_6).
yearsinprogram(person142, year_9).
yearsinprogram(person148, year_5).
yearsinprogram(person149, year_5).
yearsinprogram(person14, year_10).
yearsinprogram(person157, year_4).
yearsinprogram(person159, year_2).
yearsinprogram(person161, year_7).
yearsinprogram(person163, year_4).
yearsinprogram(person172, year_1).
yearsinprogram(person176, year_2).
yearsinprogram(person182, year_3).
yearsinprogram(person183, year_4).
yearsinprogram(person18, year_3).
yearsinprogram(person191, year_4).
yearsinprogram(person193, year_1).
yearsinprogram(person200, year_4).
yearsinprogram(person205, year_1).
yearsinprogram(person206, year_6).
yearsinprogram(person208, year_4).
yearsinprogram(person20, year_1).
yearsinprogram(person217, year_5).
yearsinprogram(person21, year_5).
yearsinprogram(person226, year_4).
yearsinprogram(person228, year_3).
yearsinprogram(person233, year_1).
yearsinprogram(person239, year_4).
yearsinprogram(person241, year_3).
yearsinprogram(person242, year_5).
yearsinprogram(person249, year_7).
yearsinprogram(person257, year_7).
yearsinprogram(person262, year_7).
yearsinprogram(person263, year_6).
yearsinprogram(person265, year_9).
yearsinprogram(person266, year_5).
yearsinprogram(person270, year_1).
yearsinprogram(person272, year_2).
yearsinprogram(person275, year_5).
yearsinprogram(person276, year_3).
yearsinprogram(person278, year_2).
yearsinprogram(person27, year_1).
yearsinprogram(person283, year_1).
yearsinprogram(person284, year_3).
yearsinprogram(person286, year_3).
yearsinprogram(person288, year_5).
yearsinprogram(person300, year_8).
yearsinprogram(person303, year_4).
yearsinprogram(person309, year_3).
yearsinprogram(person311, year_3).
yearsinprogram(person312, year_4).
yearsinprogram(person314, year_4).
yearsinprogram(person318, year_5).
yearsinprogram(person320, year_3).
yearsinprogram(person333, year_2).
yearsinprogram(person348, year_3).
yearsinprogram(person352, year_5).
yearsinprogram(person353, year_4).
yearsinprogram(person361, year_6).
yearsinprogram(person362, year_3).
yearsinprogram(person363, year_3).
yearsinprogram(person377, year_1).
yearsinprogram(person37, year_1).
yearsinprogram(person380, year_6).
yearsinprogram(person381, year_10).
yearsinprogram(person382, year_3).
yearsinprogram(person383, year_2).
yearsinprogram(person384, year_3).
yearsinprogram(person390, year_2).
yearsinprogram(person404, year_4).
yearsinprogram(person406, year_5).
yearsinprogram(person408, year_2).
yearsinprogram(person412, year_3).
yearsinprogram(person416, year_1).
yearsinprogram(person418, year_3).
yearsinprogram(person41, year_5).
yearsinprogram(person422, year_3).
yearsinprogram(person427, year_4).
yearsinprogram(person429, year_5).
yearsinprogram(person42, year_1).
yearsinprogram(person431, year_2).
yearsinprogram(person432, year_5).
yearsinprogram(person435, year_4).
yearsinprogram(person45, year_5).
yearsinprogram(person51, year_2).
yearsinprogram(person63, year_5).
yearsinprogram(person68, year_5).
yearsinprogram(person6, year_2).
yearsinprogram(person70, year_1).
yearsinprogram(person73, year_4).
yearsinprogram(person75, year_6).
yearsinprogram(person81, year_6).
yearsinprogram(person83, year_5).
yearsinprogram(person94, year_1).
yearsinprogram(person96, year_5).
yearsinprogram(person9, year_5).
