samebib(class_250,class_327).
samebib(class_1162,class_1129).
samebib(class_1162,class_1130).
samebib(class_1162,class_1131).
samebib(class_1162,class_1132).
samebib(class_1162,class_1133).
samebib(class_1162,class_1134).
samebib(class_1162,class_1136).
samebib(class_1162,class_1137).
samebib(class_1162,class_1138).
samebib(class_1162,class_1139).
samebib(class_1162,class_1140).
samebib(class_1162,class_1141).
samebib(class_1162,class_1142).
samebib(class_1162,class_1143).
samebib(class_1162,class_1144).
samebib(class_1162,class_1145).
samebib(class_1162,class_1146).
samebib(class_1162,class_1147).
samebib(class_1162,class_1148).
samebib(class_1162,class_1149).
samebib(class_1162,class_1150).
samebib(class_1162,class_1151).
samebib(class_1162,class_1152).
samebib(class_1162,class_1154).
samebib(class_1162,class_1155).
samebib(class_1162,class_1156).
samebib(class_1162,class_1157).
samebib(class_1162,class_1158).
samebib(class_1162,class_1159).
samebib(class_1162,class_1160).
samebib(class_1162,class_1161).
samebib(class_1163,class_1127).
samebib(class_1163,class_1128).
samebib(class_1163,class_1129).
samebib(class_1163,class_1130).
samebib(class_1163,class_1131).
samebib(class_1163,class_1132).
samebib(class_1163,class_1133).
samebib(class_1163,class_1134).
samebib(class_1163,class_1136).
samebib(class_1163,class_1137).
samebib(class_1163,class_1138).
samebib(class_1163,class_1139).
samebib(class_1163,class_1140).
samebib(class_1163,class_1141).
samebib(class_1163,class_1142).
samebib(class_1163,class_1143).
samebib(class_1163,class_1144).
samebib(class_1163,class_1145).
samebib(class_1163,class_1146).
samebib(class_1163,class_1147).
samebib(class_1163,class_1148).
samebib(class_1163,class_1149).
samebib(class_1163,class_1150).
samebib(class_1163,class_1151).
samebib(class_1163,class_1152).
samebib(class_1163,class_1154).
samebib(class_1163,class_1155).
samebib(class_1163,class_1156).
samebib(class_1163,class_1157).
samebib(class_1163,class_1158).
samebib(class_1163,class_1159).
samebib(class_1163,class_1160).
samebib(class_1163,class_1161).
samebib(class_1164,class_1125).
samebib(class_1164,class_1126).
samebib(class_1164,class_1127).
samebib(class_1164,class_1128).
samebib(class_1164,class_1129).
samebib(class_1164,class_1130).
samebib(class_1164,class_1131).
samebib(class_1164,class_1132).
samebib(class_1164,class_1133).
samebib(class_1164,class_1134).
samebib(class_1164,class_1136).
samebib(class_1164,class_1137).
samebib(class_1164,class_1138).
samebib(class_1164,class_1139).
samebib(class_1164,class_1140).
samebib(class_1164,class_1141).
samebib(class_1164,class_1142).
samebib(class_1164,class_1143).
samebib(class_1164,class_1144).
samebib(class_1164,class_1145).
samebib(class_1164,class_1146).
samebib(class_1164,class_1147).
samebib(class_1164,class_1148).
samebib(class_1164,class_1149).
samebib(class_1164,class_1150).
samebib(class_1164,class_1151).
samebib(class_1164,class_1152).
samebib(class_1164,class_1154).
samebib(class_1164,class_1155).
samebib(class_1164,class_1156).
samebib(class_1164,class_1157).
samebib(class_1164,class_1158).
samebib(class_1164,class_1159).
samebib(class_1164,class_1160).
samebib(class_1164,class_1161).
samebib(class_1165,class_1125).
samebib(class_1165,class_1126).
samebib(class_1165,class_1127).
samebib(class_1165,class_1128).
samebib(class_1165,class_1129).
samebib(class_1165,class_1130).
samebib(class_1165,class_1131).
samebib(class_1165,class_1132).
samebib(class_1165,class_1133).
samebib(class_1165,class_1134).
samebib(class_1165,class_1136).
samebib(class_1165,class_1137).
samebib(class_1165,class_1138).
samebib(class_1165,class_1139).
samebib(class_1165,class_1140).
samebib(class_1165,class_1141).
samebib(class_1165,class_1142).
samebib(class_1165,class_1143).
samebib(class_1165,class_1144).
samebib(class_1165,class_1145).
samebib(class_1165,class_1146).
samebib(class_1165,class_1147).
samebib(class_1165,class_1148).
samebib(class_1165,class_1149).
samebib(class_1165,class_1150).
samebib(class_1165,class_1151).
samebib(class_1165,class_1152).
samebib(class_1165,class_1154).
samebib(class_1165,class_1155).
samebib(class_1165,class_1156).
samebib(class_1165,class_1157).
samebib(class_1165,class_1158).
samebib(class_1165,class_1159).
samebib(class_1165,class_1160).
samebib(class_1165,class_1161).
samebib(class_1166,class_1127).
samebib(class_1166,class_1128).
samebib(class_1166,class_1129).
samebib(class_1166,class_1130).
samebib(class_1166,class_1131).
samebib(class_1166,class_1132).
samebib(class_1166,class_1133).
samebib(class_1166,class_1134).
samebib(class_1166,class_1136).
samebib(class_1166,class_1137).
samebib(class_1166,class_1138).
samebib(class_1166,class_1139).
samebib(class_1166,class_1140).
samebib(class_1166,class_1141).
samebib(class_1166,class_1142).
samebib(class_1166,class_1143).
samebib(class_1166,class_1144).
samebib(class_1166,class_1145).
samebib(class_1166,class_1146).
samebib(class_1166,class_1147).
samebib(class_1166,class_1148).
samebib(class_1166,class_1149).
samebib(class_1166,class_1150).
samebib(class_1166,class_1151).
samebib(class_1166,class_1152).
samebib(class_1166,class_1154).
samebib(class_1166,class_1155).
samebib(class_1166,class_1156).
samebib(class_1166,class_1157).
samebib(class_1166,class_1158).
samebib(class_1166,class_1159).
samebib(class_1166,class_1160).
samebib(class_1166,class_1161).
samebib(class_1247,class_1256).
samebib(class_1247,class_1257).
samebib(class_1248,class_1252).
samebib(class_1249,class_1251).
samebib(class_1249,class_1252).
samebib(class_1249,class_1291).
samebib(class_1249,class_1292).
samebib(class_1249,class_1293).
samebib(class_1249,class_1294).
samebib(class_1250,class_1251).
samebib(class_1250,class_1252).
samebib(class_1250,class_1291).
samebib(class_1250,class_1292).
samebib(class_1250,class_1293).
samebib(class_1250,class_1294).
samebib(class_1251,class_1249).
samebib(class_1251,class_1250).
samebib(class_1251,class_1252).
samebib(class_1251,class_1253).
samebib(class_1251,class_1254).
samebib(class_1251,class_1255).
samebib(class_1251,class_1258).
samebib(class_1251,class_1259).
samebib(class_1251,class_1291).
samebib(class_1251,class_1292).
samebib(class_1251,class_1293).
samebib(class_1251,class_1294).
samebib(class_1252,class_1248).
samebib(class_1252,class_1249).
samebib(class_1252,class_1250).
samebib(class_1252,class_1251).
samebib(class_1252,class_1253).
samebib(class_1252,class_1254).
samebib(class_1252,class_1255).
samebib(class_1252,class_1258).
samebib(class_1252,class_1259).
samebib(class_1252,class_1262).
samebib(class_1252,class_1291).
samebib(class_1252,class_1292).
samebib(class_1252,class_1293).
samebib(class_1252,class_1294).
samebib(class_1253,class_1251).
samebib(class_1253,class_1252).
samebib(class_1253,class_1254).
samebib(class_1253,class_1255).
samebib(class_1253,class_1258).
samebib(class_1253,class_1259).
samebib(class_1253,class_1260).
samebib(class_1253,class_1261).
samebib(class_1253,class_1263).
samebib(class_1253,class_1264).
samebib(class_1253,class_1265).
samebib(class_1253,class_1266).
samebib(class_1253,class_1270).
samebib(class_1253,class_1276).
samebib(class_1253,class_1284).
samebib(class_1254,class_1251).
samebib(class_1254,class_1252).
samebib(class_1254,class_1253).
samebib(class_1254,class_1262).
samebib(class_1254,class_1263).
samebib(class_1254,class_1264).
samebib(class_1254,class_1265).
samebib(class_1254,class_1266).
samebib(class_1254,class_1267).
samebib(class_1254,class_1268).
samebib(class_1254,class_1269).
samebib(class_1254,class_1270).
samebib(class_1254,class_1271).
samebib(class_1254,class_1272).
samebib(class_1254,class_1273).
samebib(class_1254,class_1275).
samebib(class_1254,class_1276).
samebib(class_1254,class_1277).
samebib(class_1254,class_1278).
samebib(class_1254,class_1279).
samebib(class_1254,class_1280).
samebib(class_1254,class_1284).
samebib(class_1254,class_1285).
samebib(class_1254,class_1286).
samebib(class_1254,class_1287).
samebib(class_1254,class_1288).
samebib(class_1254,class_1290).
samebib(class_1254,class_1291).
samebib(class_1254,class_1292).
samebib(class_1254,class_1293).
samebib(class_1254,class_1294).
samebib(class_1255,class_1251).
samebib(class_1255,class_1252).
samebib(class_1255,class_1253).
samebib(class_1255,class_1262).
samebib(class_1255,class_1263).
samebib(class_1255,class_1264).
samebib(class_1255,class_1265).
samebib(class_1255,class_1266).
samebib(class_1255,class_1267).
samebib(class_1255,class_1268).
samebib(class_1255,class_1269).
samebib(class_1255,class_1270).
samebib(class_1255,class_1271).
samebib(class_1255,class_1272).
samebib(class_1255,class_1273).
samebib(class_1255,class_1275).
samebib(class_1255,class_1276).
samebib(class_1255,class_1277).
samebib(class_1255,class_1278).
samebib(class_1255,class_1279).
samebib(class_1255,class_1280).
samebib(class_1255,class_1284).
samebib(class_1255,class_1285).
samebib(class_1255,class_1286).
samebib(class_1255,class_1287).
samebib(class_1255,class_1288).
samebib(class_1255,class_1290).
samebib(class_1255,class_1291).
samebib(class_1255,class_1292).
samebib(class_1255,class_1293).
samebib(class_1255,class_1294).
samebib(class_1256,class_1247).
samebib(class_1256,class_1262).
samebib(class_1256,class_1263).
samebib(class_1256,class_1264).
samebib(class_1256,class_1265).
samebib(class_1256,class_1266).
samebib(class_1256,class_1267).
samebib(class_1256,class_1268).
samebib(class_1256,class_1269).
samebib(class_1256,class_1270).
samebib(class_1256,class_1271).
samebib(class_1256,class_1272).
samebib(class_1256,class_1273).
samebib(class_1256,class_1275).
samebib(class_1256,class_1276).
samebib(class_1256,class_1277).
samebib(class_1256,class_1278).
samebib(class_1256,class_1279).
samebib(class_1256,class_1280).
samebib(class_1256,class_1284).
samebib(class_1256,class_1285).
samebib(class_1256,class_1286).
samebib(class_1256,class_1287).
samebib(class_1256,class_1288).
samebib(class_1256,class_1290).
samebib(class_1256,class_1291).
samebib(class_1256,class_1292).
samebib(class_1256,class_1293).
samebib(class_1256,class_1294).
samebib(class_1257,class_1247).
samebib(class_1257,class_1262).
samebib(class_1257,class_1263).
samebib(class_1257,class_1264).
samebib(class_1257,class_1265).
samebib(class_1257,class_1266).
samebib(class_1257,class_1267).
samebib(class_1257,class_1268).
samebib(class_1257,class_1269).
samebib(class_1257,class_1270).
samebib(class_1257,class_1271).
samebib(class_1257,class_1272).
samebib(class_1257,class_1273).
samebib(class_1257,class_1275).
samebib(class_1257,class_1276).
samebib(class_1257,class_1277).
samebib(class_1257,class_1278).
samebib(class_1257,class_1279).
samebib(class_1257,class_1280).
samebib(class_1257,class_1284).
samebib(class_1257,class_1285).
samebib(class_1257,class_1286).
samebib(class_1257,class_1287).
samebib(class_1257,class_1288).
samebib(class_1257,class_1290).
samebib(class_1257,class_1291).
samebib(class_1257,class_1292).
samebib(class_1257,class_1293).
samebib(class_1257,class_1294).
samebib(class_1258,class_1251).
samebib(class_1258,class_1252).
samebib(class_1258,class_1253).
samebib(class_1258,class_1262).
samebib(class_1258,class_1263).
samebib(class_1258,class_1264).
samebib(class_1258,class_1265).
samebib(class_1258,class_1266).
samebib(class_1258,class_1267).
samebib(class_1258,class_1268).
samebib(class_1258,class_1269).
samebib(class_1258,class_1270).
samebib(class_1258,class_1271).
samebib(class_1258,class_1272).
samebib(class_1258,class_1273).
samebib(class_1258,class_1275).
samebib(class_1258,class_1276).
samebib(class_1258,class_1277).
samebib(class_1258,class_1278).
samebib(class_1258,class_1279).
samebib(class_1258,class_1280).
samebib(class_1258,class_1284).
samebib(class_1258,class_1285).
samebib(class_1258,class_1286).
samebib(class_1258,class_1287).
samebib(class_1258,class_1288).
samebib(class_1258,class_1290).
samebib(class_1258,class_1291).
samebib(class_1258,class_1292).
samebib(class_1258,class_1293).
samebib(class_1258,class_1294).
samebib(class_1259,class_1251).
samebib(class_1259,class_1252).
samebib(class_1259,class_1253).
samebib(class_1259,class_1262).
samebib(class_1259,class_1263).
samebib(class_1259,class_1264).
samebib(class_1259,class_1265).
samebib(class_1259,class_1266).
samebib(class_1259,class_1267).
samebib(class_1259,class_1268).
samebib(class_1259,class_1269).
samebib(class_1259,class_1270).
samebib(class_1259,class_1271).
samebib(class_1259,class_1272).
samebib(class_1259,class_1273).
samebib(class_1259,class_1275).
samebib(class_1259,class_1276).
samebib(class_1259,class_1277).
samebib(class_1259,class_1278).
samebib(class_1259,class_1279).
samebib(class_1259,class_1280).
samebib(class_1259,class_1284).
samebib(class_1259,class_1285).
samebib(class_1259,class_1286).
samebib(class_1259,class_1287).
samebib(class_1259,class_1288).
samebib(class_1259,class_1290).
samebib(class_1259,class_1291).
samebib(class_1259,class_1292).
samebib(class_1259,class_1293).
samebib(class_1259,class_1294).
samebib(class_1260,class_1253).
samebib(class_1260,class_1263).
samebib(class_1260,class_1264).
samebib(class_1260,class_1265).
samebib(class_1260,class_1266).
samebib(class_1260,class_1270).
samebib(class_1260,class_1276).
samebib(class_1260,class_1284).
samebib(class_1261,class_1253).
samebib(class_1261,class_1263).
samebib(class_1261,class_1264).
samebib(class_1261,class_1265).
samebib(class_1261,class_1266).
samebib(class_1261,class_1270).
samebib(class_1261,class_1276).
samebib(class_1261,class_1284).
samebib(class_1262,class_1135).
samebib(class_1262,class_1153).
samebib(class_1262,class_1252).
samebib(class_1262,class_1254).
samebib(class_1262,class_1255).
samebib(class_1262,class_1256).
samebib(class_1262,class_1257).
samebib(class_1262,class_1258).
samebib(class_1262,class_1259).
samebib(class_1262,class_1263).
samebib(class_1262,class_1264).
samebib(class_1262,class_1265).
samebib(class_1262,class_1266).
samebib(class_1262,class_1267).
samebib(class_1262,class_1268).
samebib(class_1262,class_1269).
samebib(class_1262,class_1270).
samebib(class_1262,class_1271).
samebib(class_1262,class_1272).
samebib(class_1262,class_1273).
samebib(class_1262,class_1275).
samebib(class_1262,class_1276).
samebib(class_1262,class_1277).
samebib(class_1262,class_1278).
samebib(class_1262,class_1279).
samebib(class_1262,class_1280).
samebib(class_1262,class_1283).
samebib(class_1262,class_1284).
samebib(class_1262,class_1285).
samebib(class_1262,class_1286).
samebib(class_1262,class_1287).
samebib(class_1262,class_1288).
samebib(class_1262,class_1290).
samebib(class_1262,class_1291).
samebib(class_1262,class_1292).
samebib(class_1262,class_1293).
samebib(class_1262,class_1294).
samebib(class_1263,class_1135).
samebib(class_1263,class_1153).
samebib(class_1263,class_1253).
samebib(class_1263,class_1254).
samebib(class_1263,class_1255).
samebib(class_1263,class_1256).
samebib(class_1263,class_1257).
samebib(class_1263,class_1258).
samebib(class_1263,class_1259).
samebib(class_1263,class_1260).
samebib(class_1263,class_1261).
samebib(class_1263,class_1262).
samebib(class_1263,class_1284).
samebib(class_1263,class_1285).
samebib(class_1263,class_1286).
samebib(class_1263,class_1287).
samebib(class_1263,class_1288).
samebib(class_1263,class_1290).
samebib(class_1263,class_1291).
samebib(class_1263,class_1292).
samebib(class_1263,class_1293).
samebib(class_1263,class_1294).
samebib(class_1264,class_1135).
samebib(class_1264,class_1153).
samebib(class_1264,class_1253).
samebib(class_1264,class_1254).
samebib(class_1264,class_1255).
samebib(class_1264,class_1256).
samebib(class_1264,class_1257).
samebib(class_1264,class_1258).
samebib(class_1264,class_1259).
samebib(class_1264,class_1260).
samebib(class_1264,class_1261).
samebib(class_1264,class_1262).
samebib(class_1264,class_1284).
samebib(class_1264,class_1285).
samebib(class_1264,class_1286).
samebib(class_1264,class_1287).
samebib(class_1264,class_1288).
samebib(class_1264,class_1290).
samebib(class_1264,class_1291).
samebib(class_1264,class_1292).
samebib(class_1264,class_1293).
samebib(class_1264,class_1294).
samebib(class_1265,class_1135).
samebib(class_1265,class_1153).
samebib(class_1265,class_1253).
samebib(class_1265,class_1254).
samebib(class_1265,class_1255).
samebib(class_1265,class_1256).
samebib(class_1265,class_1257).
samebib(class_1265,class_1258).
samebib(class_1265,class_1259).
samebib(class_1265,class_1260).
samebib(class_1265,class_1261).
samebib(class_1265,class_1262).
samebib(class_1265,class_1284).
samebib(class_1265,class_1285).
samebib(class_1265,class_1286).
samebib(class_1265,class_1287).
samebib(class_1265,class_1288).
samebib(class_1265,class_1290).
samebib(class_1265,class_1291).
samebib(class_1265,class_1292).
samebib(class_1265,class_1293).
samebib(class_1265,class_1294).
samebib(class_1266,class_1135).
samebib(class_1266,class_1153).
samebib(class_1266,class_1253).
samebib(class_1266,class_1254).
samebib(class_1266,class_1255).
samebib(class_1266,class_1256).
samebib(class_1266,class_1257).
samebib(class_1266,class_1258).
samebib(class_1266,class_1259).
samebib(class_1266,class_1260).
samebib(class_1266,class_1261).
samebib(class_1266,class_1262).
samebib(class_1266,class_1284).
samebib(class_1266,class_1285).
samebib(class_1266,class_1286).
samebib(class_1266,class_1287).
samebib(class_1266,class_1288).
samebib(class_1266,class_1290).
samebib(class_1266,class_1291).
samebib(class_1266,class_1292).
samebib(class_1266,class_1293).
samebib(class_1266,class_1294).
samebib(class_1267,class_1254).
samebib(class_1267,class_1255).
samebib(class_1267,class_1256).
samebib(class_1267,class_1257).
samebib(class_1267,class_1258).
samebib(class_1267,class_1259).
samebib(class_1267,class_1262).
samebib(class_1267,class_1284).
samebib(class_1267,class_1285).
samebib(class_1267,class_1286).
samebib(class_1267,class_1287).
samebib(class_1267,class_1288).
samebib(class_1267,class_1290).
samebib(class_1267,class_1291).
samebib(class_1267,class_1292).
samebib(class_1267,class_1293).
samebib(class_1267,class_1294).
samebib(class_1268,class_1254).
samebib(class_1268,class_1255).
samebib(class_1268,class_1256).
samebib(class_1268,class_1257).
samebib(class_1268,class_1258).
samebib(class_1268,class_1259).
samebib(class_1268,class_1262).
samebib(class_1268,class_1284).
samebib(class_1268,class_1285).
samebib(class_1268,class_1286).
samebib(class_1268,class_1287).
samebib(class_1268,class_1288).
samebib(class_1268,class_1290).
samebib(class_1268,class_1291).
samebib(class_1268,class_1292).
samebib(class_1268,class_1293).
samebib(class_1268,class_1294).
samebib(class_1269,class_1254).
samebib(class_1269,class_1255).
samebib(class_1269,class_1256).
samebib(class_1269,class_1257).
samebib(class_1269,class_1258).
samebib(class_1269,class_1259).
samebib(class_1269,class_1262).
samebib(class_1269,class_1284).
samebib(class_1269,class_1285).
samebib(class_1269,class_1286).
samebib(class_1269,class_1287).
samebib(class_1269,class_1288).
samebib(class_1269,class_1290).
samebib(class_1269,class_1291).
samebib(class_1269,class_1292).
samebib(class_1269,class_1293).
samebib(class_1269,class_1294).
samebib(class_1270,class_1135).
samebib(class_1270,class_1153).
samebib(class_1270,class_1253).
samebib(class_1270,class_1254).
samebib(class_1270,class_1255).
samebib(class_1270,class_1256).
samebib(class_1270,class_1257).
samebib(class_1270,class_1258).
samebib(class_1270,class_1259).
samebib(class_1270,class_1260).
samebib(class_1270,class_1261).
samebib(class_1270,class_1262).
samebib(class_1270,class_1284).
samebib(class_1270,class_1285).
samebib(class_1270,class_1286).
samebib(class_1270,class_1287).
samebib(class_1270,class_1288).
samebib(class_1270,class_1290).
samebib(class_1270,class_1291).
samebib(class_1270,class_1292).
samebib(class_1270,class_1293).
samebib(class_1270,class_1294).
samebib(class_1271,class_1135).
samebib(class_1271,class_1153).
samebib(class_1271,class_1254).
samebib(class_1271,class_1255).
samebib(class_1271,class_1256).
samebib(class_1271,class_1257).
samebib(class_1271,class_1258).
samebib(class_1271,class_1259).
samebib(class_1271,class_1262).
samebib(class_1271,class_1284).
samebib(class_1271,class_1285).
samebib(class_1271,class_1286).
samebib(class_1271,class_1287).
samebib(class_1271,class_1288).
samebib(class_1271,class_1290).
samebib(class_1271,class_1291).
samebib(class_1271,class_1292).
samebib(class_1271,class_1293).
samebib(class_1271,class_1294).
samebib(class_1272,class_1254).
samebib(class_1272,class_1255).
samebib(class_1272,class_1256).
samebib(class_1272,class_1257).
samebib(class_1272,class_1258).
samebib(class_1272,class_1259).
samebib(class_1272,class_1262).
samebib(class_1272,class_1284).
samebib(class_1272,class_1285).
samebib(class_1272,class_1286).
samebib(class_1272,class_1287).
samebib(class_1272,class_1288).
samebib(class_1272,class_1290).
samebib(class_1272,class_1291).
samebib(class_1272,class_1292).
samebib(class_1272,class_1293).
samebib(class_1272,class_1294).
samebib(class_1273,class_1135).
samebib(class_1273,class_1153).
samebib(class_1273,class_1254).
samebib(class_1273,class_1255).
samebib(class_1273,class_1256).
samebib(class_1273,class_1257).
samebib(class_1273,class_1258).
samebib(class_1273,class_1259).
samebib(class_1273,class_1262).
samebib(class_1273,class_1284).
samebib(class_1273,class_1285).
samebib(class_1273,class_1286).
samebib(class_1273,class_1287).
samebib(class_1273,class_1288).
samebib(class_1273,class_1290).
samebib(class_1273,class_1291).
samebib(class_1273,class_1292).
samebib(class_1273,class_1293).
samebib(class_1273,class_1294).
samebib(class_1274,class_1284).
samebib(class_1274,class_1285).
samebib(class_1274,class_1286).
samebib(class_1274,class_1287).
samebib(class_1274,class_1288).
samebib(class_1275,class_1254).
samebib(class_1275,class_1255).
samebib(class_1275,class_1256).
samebib(class_1275,class_1257).
samebib(class_1275,class_1258).
samebib(class_1275,class_1259).
samebib(class_1275,class_1262).
samebib(class_1275,class_1284).
samebib(class_1275,class_1285).
samebib(class_1275,class_1286).
samebib(class_1275,class_1287).
samebib(class_1275,class_1288).
samebib(class_1275,class_1290).
samebib(class_1275,class_1291).
samebib(class_1275,class_1292).
samebib(class_1275,class_1293).
samebib(class_1275,class_1294).
samebib(class_1276,class_1135).
samebib(class_1276,class_1153).
samebib(class_1276,class_1253).
samebib(class_1276,class_1254).
samebib(class_1276,class_1255).
samebib(class_1276,class_1256).
samebib(class_1276,class_1257).
samebib(class_1276,class_1258).
samebib(class_1276,class_1259).
samebib(class_1276,class_1260).
samebib(class_1276,class_1261).
samebib(class_1276,class_1262).
samebib(class_1276,class_1284).
samebib(class_1276,class_1285).
samebib(class_1276,class_1286).
samebib(class_1276,class_1287).
samebib(class_1276,class_1288).
samebib(class_1276,class_1290).
samebib(class_1276,class_1291).
samebib(class_1276,class_1292).
samebib(class_1276,class_1293).
samebib(class_1276,class_1294).
samebib(class_1277,class_1254).
samebib(class_1277,class_1255).
samebib(class_1277,class_1256).
samebib(class_1277,class_1257).
samebib(class_1277,class_1258).
samebib(class_1277,class_1259).
samebib(class_1277,class_1262).
samebib(class_1277,class_1284).
samebib(class_1277,class_1285).
samebib(class_1277,class_1286).
samebib(class_1277,class_1287).
samebib(class_1277,class_1288).
samebib(class_1277,class_1290).
samebib(class_1277,class_1291).
samebib(class_1277,class_1292).
samebib(class_1277,class_1293).
samebib(class_1277,class_1294).
samebib(class_1278,class_1254).
samebib(class_1278,class_1255).
samebib(class_1278,class_1256).
samebib(class_1278,class_1257).
samebib(class_1278,class_1258).
samebib(class_1278,class_1259).
samebib(class_1278,class_1262).
samebib(class_1278,class_1284).
samebib(class_1278,class_1285).
samebib(class_1278,class_1286).
samebib(class_1278,class_1287).
samebib(class_1278,class_1288).
samebib(class_1278,class_1290).
samebib(class_1278,class_1291).
samebib(class_1278,class_1292).
samebib(class_1278,class_1293).
samebib(class_1278,class_1294).
samebib(class_1279,class_1254).
samebib(class_1279,class_1255).
samebib(class_1279,class_1256).
samebib(class_1279,class_1257).
samebib(class_1279,class_1258).
samebib(class_1279,class_1259).
samebib(class_1279,class_1262).
samebib(class_1279,class_1284).
samebib(class_1279,class_1285).
samebib(class_1279,class_1286).
samebib(class_1279,class_1287).
samebib(class_1279,class_1288).
samebib(class_1279,class_1290).
samebib(class_1279,class_1291).
samebib(class_1279,class_1292).
samebib(class_1279,class_1293).
samebib(class_1279,class_1294).
samebib(class_1280,class_1254).
samebib(class_1280,class_1255).
samebib(class_1280,class_1256).
samebib(class_1280,class_1257).
samebib(class_1280,class_1258).
samebib(class_1280,class_1259).
samebib(class_1280,class_1262).
samebib(class_1280,class_1284).
samebib(class_1280,class_1285).
samebib(class_1280,class_1286).
samebib(class_1280,class_1287).
samebib(class_1280,class_1288).
samebib(class_1280,class_1290).
samebib(class_1280,class_1291).
samebib(class_1280,class_1292).
samebib(class_1280,class_1293).
samebib(class_1280,class_1294).
samebib(class_1281,class_1284).
samebib(class_1281,class_1285).
samebib(class_1281,class_1286).
samebib(class_1281,class_1287).
samebib(class_1281,class_1288).
samebib(class_1281,class_1290).
samebib(class_1282,class_1284).
samebib(class_1282,class_1285).
samebib(class_1282,class_1286).
samebib(class_1282,class_1287).
samebib(class_1282,class_1288).
samebib(class_1282,class_1290).
samebib(class_1282,class_1291).
samebib(class_1282,class_1292).
samebib(class_1282,class_1293).
samebib(class_1282,class_1294).
samebib(class_1283,class_1262).
samebib(class_1283,class_1284).
samebib(class_1283,class_1285).
samebib(class_1283,class_1286).
samebib(class_1283,class_1287).
samebib(class_1283,class_1288).
samebib(class_1283,class_1290).
samebib(class_1283,class_1291).
samebib(class_1283,class_1292).
samebib(class_1283,class_1293).
samebib(class_1283,class_1294).
samebib(class_1284,class_1253).
samebib(class_1284,class_1254).
samebib(class_1284,class_1255).
samebib(class_1284,class_1256).
samebib(class_1284,class_1257).
samebib(class_1284,class_1258).
samebib(class_1284,class_1259).
samebib(class_1284,class_1260).
samebib(class_1284,class_1261).
samebib(class_1284,class_1262).
samebib(class_1284,class_1263).
samebib(class_1284,class_1264).
samebib(class_1284,class_1265).
samebib(class_1284,class_1266).
samebib(class_1284,class_1267).
samebib(class_1284,class_1268).
samebib(class_1284,class_1269).
samebib(class_1284,class_1270).
samebib(class_1284,class_1271).
samebib(class_1284,class_1272).
samebib(class_1284,class_1273).
samebib(class_1284,class_1274).
samebib(class_1284,class_1275).
samebib(class_1284,class_1276).
samebib(class_1284,class_1277).
samebib(class_1284,class_1278).
samebib(class_1284,class_1279).
samebib(class_1284,class_1280).
samebib(class_1284,class_1281).
samebib(class_1284,class_1282).
samebib(class_1284,class_1283).
samebib(class_1284,class_1285).
samebib(class_1284,class_1286).
samebib(class_1284,class_1287).
samebib(class_1284,class_1288).
samebib(class_1284,class_1290).
samebib(class_1284,class_1291).
samebib(class_1284,class_1292).
samebib(class_1284,class_1293).
samebib(class_1284,class_1294).
samebib(class_1285,class_1254).
samebib(class_1285,class_1255).
samebib(class_1285,class_1256).
samebib(class_1285,class_1257).
samebib(class_1285,class_1258).
samebib(class_1285,class_1259).
samebib(class_1285,class_1262).
samebib(class_1285,class_1263).
samebib(class_1285,class_1264).
samebib(class_1285,class_1265).
samebib(class_1285,class_1266).
samebib(class_1285,class_1267).
samebib(class_1285,class_1268).
samebib(class_1285,class_1269).
samebib(class_1285,class_1270).
samebib(class_1285,class_1271).
samebib(class_1285,class_1272).
samebib(class_1285,class_1273).
samebib(class_1285,class_1274).
samebib(class_1285,class_1275).
samebib(class_1285,class_1276).
samebib(class_1285,class_1277).
samebib(class_1285,class_1278).
samebib(class_1285,class_1279).
samebib(class_1285,class_1280).
samebib(class_1285,class_1281).
samebib(class_1285,class_1282).
samebib(class_1285,class_1283).
samebib(class_1285,class_1284).
samebib(class_1285,class_1289).
samebib(class_1285,class_1290).
samebib(class_1285,class_1291).
samebib(class_1285,class_1292).
samebib(class_1285,class_1293).
samebib(class_1285,class_1294).
samebib(class_1285,class_1295).
samebib(class_1286,class_1254).
samebib(class_1286,class_1255).
samebib(class_1286,class_1256).
samebib(class_1286,class_1257).
samebib(class_1286,class_1258).
samebib(class_1286,class_1259).
samebib(class_1286,class_1262).
samebib(class_1286,class_1263).
samebib(class_1286,class_1264).
samebib(class_1286,class_1265).
samebib(class_1286,class_1266).
samebib(class_1286,class_1267).
samebib(class_1286,class_1268).
samebib(class_1286,class_1269).
samebib(class_1286,class_1270).
samebib(class_1286,class_1271).
samebib(class_1286,class_1272).
samebib(class_1286,class_1273).
samebib(class_1286,class_1274).
samebib(class_1286,class_1275).
samebib(class_1286,class_1276).
samebib(class_1286,class_1277).
samebib(class_1286,class_1278).
samebib(class_1286,class_1279).
samebib(class_1286,class_1280).
samebib(class_1286,class_1281).
samebib(class_1286,class_1282).
samebib(class_1286,class_1283).
samebib(class_1286,class_1284).
samebib(class_1286,class_1289).
samebib(class_1286,class_1290).
samebib(class_1286,class_1291).
samebib(class_1286,class_1292).
samebib(class_1286,class_1293).
samebib(class_1286,class_1294).
samebib(class_1286,class_1295).
samebib(class_1287,class_1254).
samebib(class_1287,class_1255).
samebib(class_1287,class_1256).
samebib(class_1287,class_1257).
samebib(class_1287,class_1258).
samebib(class_1287,class_1259).
samebib(class_1287,class_1262).
